,num_below,peaks_below,file_name
426,30,"[262.80591844 376.70199681 344.70900674 360.70943095 238.76969657
 330.72373352 314.73018262 246.81106205 284.74663477 268.75046738
 222.77234531 264.77709678 230.81491359 245.8026376  229.8043244
 227.80565714 274.8061169  243.80897025 287.80974452 244.81172089
 228.82081603 288.82638325 216.82682421 199.82264427 197.82590014
 200.83278859 198.83400908 183.82816937 181.82956115 184.83616347]",CHB65PC.cas
427,0,[],CHB65PE.cas
428,10,"[19.51629578 19.55953227 18.66838655 13.72750102  1.7431031  19.77056434
 13.78512981 16.82166881 17.85763742 19.86621399]",CHB66NB.cas
429,12,"[21.54779866 18.56881629 17.58950783 19.58962898 20.65351821 16.764958
 17.78242336 19.78874321 19.84883417 20.86724649 20.87514053 19.88416477]",CHB66ND.cas
430,0,[],CHB66PA.cas
431,0,[],CHB66PC.cas
432,1,[188.79812362],CHB69PC.cas
433,71,"[ 40.51207386  45.50540541  38.52615824  50.50768998  51.51123511
  45.52373568  29.54709173  51.5279568   46.54147566  45.54434256
  52.53439755  42.56504271  45.57121321  43.57660066  51.56459919
  52.56544261  42.59248516  47.58352695  41.60324714  37.61552214
  29.62762639  53.60074374  45.61724613  51.60523714  43.62067055
  40.63681198  53.62283373  40.65218474  38.66307398 232.75346985
  40.68543175  42.68452239  31.69843958  45.69255768  38.71397977
 226.78160509  51.69547725 232.79562508  40.71819903  27.74083305
  44.74088856 214.78950157 212.79587942 228.79699685 248.80087258
 188.77988804 191.78525673 192.78816625 190.78871483 194.79622736
  42.79279388  39.80234186  48.78840878 189.80106982 190.80768548
  46.80787758  40.82105562  39.82412383  37.82633042  29.84015431
  46.818617    47.81765406 202.84549511  42.8368292   38.84766484
 185.84216719  49.83338072  37.8546453   31.86424849 160.82157537
 162.82377326]",CHB70NB.cas
434,137,"[ 17.50062248  19.50741426  18.51666511  17.51774963  20.52288813
  16.53276236  20.53024078  20.54303271  22.54899386  22.56102027
  20.57161408  14.58294044  18.58265651  17.58971868  22.58064716
  18.59240184  31.57115461  20.607287    19.60797304  13.62034604
  14.6210434   15.61591416  21.61487452  20.61748155  16.62884512
  20.62441748  18.63422056  21.63597951  14.65644917  20.65149609
  15.65331405  22.65780216  27.64513875  14.68219283 260.80736107
  14.70592858 259.81210916  13.71119583 258.81234704 257.8103154
  18.71027723 256.80710971 251.8026426   20.71363395 250.80709112
  27.71750666  30.71689757 241.8069173  238.8041386  239.8082929
 237.80422508 242.81632821  16.75436114  19.75034342  20.75267832
 320.7600861  240.81693671 328.76061522 322.7610842   17.76244297
 325.76406241 326.76598027 323.7665095   20.76323139 324.76963197
 280.7738132   16.77411227 274.77705423 318.77707995  19.76955806
 278.77844302  21.77220704 277.78260802 276.78284645  31.75675454
 321.78587513 319.78624636 272.78696032  19.779565   301.78920504
  17.78921108 317.79053564 305.79183572 289.79392545 283.79410979
 287.79455119 307.79521566  18.79429065 302.79604181 275.79635889
  29.770157   291.79708978 284.79737887 304.79802191 273.80000006
 308.80006517 306.80035303 269.80048888 285.80071084 286.80092849
 288.8010045  299.80124912 268.80183531 271.80229032 292.80302023
 300.80360203 290.80415107 303.80565797 266.8058069  265.80604201
 252.80780621 249.80863427 267.80932968 243.80943606  19.80248461
 253.81091732 254.81132905 255.81140377 270.81185577  20.80602118
  19.80985287  25.80185153 266.82124256  16.82532507  17.83260351
  17.84343737  22.83542523  18.84590651  14.85254818  20.85160372
  17.85902655  17.87744428 183.83787428  30.86138061 198.86398666
 194.86172403 196.86527799]",CHB70ND.cas
435,16,"[254.73712237 218.78734187 214.78833048 212.79064871 216.79375042
 210.79891214 198.76838961 200.77262429 206.79214863 196.78627951
 190.78213454 192.78536708 204.8006199  194.79285847 188.78931074
 212.86150175]",CHB70PA.cas
436,12,"[257.79048488 239.78612286 241.79148711 226.78616905 221.77868052
 222.78694623 225.79437116 221.79208341 227.77798916 223.78301556
 224.78755558 243.78814934]",CHB70PC.cas
437,18,"[383.688686   257.80232346 385.70416039 259.81413986 324.72191744
 326.72222633 251.80619289 328.73102798 322.73318012 250.81695282
 255.79734507 253.79785853 254.8018049  249.8020316  252.80455509
 198.82109351 196.82698064 194.83226956]",CHB71NA.cas
438,0,[],CHB73NB.cas
439,7,"[2.53588984 2.59516145 2.66688441 2.66871097 1.67195945 1.69025769
 1.69225656]",CHB73NC.cas
440,0,[],CHB73NF.cas
441,0,[],CHB73PA.cas
442,0,[],CHB73PD.cas
443,0,[],CHB73PE.cas
444,0,[],CHB74NB.cas
445,11,"[2.51861733 2.55431104 2.59605632 2.65549932 2.6654533  2.68051017
 1.75927594 1.81744672 1.81929735 1.82286866 1.8462133 ]",CHB74ND.cas
446,4,[224.76031293 220.7651322  218.76605904 214.77325991],CHB74NF.cas
447,0,[],CHB74PA.cas
448,0,[],CHB74PC.cas
449,18,"[285.69453385 287.69903801 283.70133067 281.70141617 226.77414592
 222.77327667 228.76514904 216.76781676 214.76795519 210.77174839
 212.77205882 218.77267738 224.77460461 215.77731381 208.77353135
 206.77510182 174.81782718 172.8211435 ]",CHB74PE.cas
450,188,"[ 19.54368755  19.55043405  64.50042804  65.50548396 597.58174172
  66.51114201  63.51596361  80.50546686  92.50194401  20.58971999
  81.51270131  91.50427758  90.50494447  19.59487835  96.50914229
  67.53148039  19.60874386  63.5475564   73.54085187  88.52643628
 516.62232887  77.54069684  21.61682193 534.62607916 518.62693306
  81.54126156  18.6351891   21.62967981  77.55652165  89.54522239
  82.55510929  84.55496896  70.56951933  73.56634808  17.64442368
  63.57931401  67.57635946  95.55641922  19.64445022  82.57055973
  21.65120919  79.57701532  84.58620572 260.78342828 482.67668516
  70.60553132  81.59900262 466.68609467  76.60715847  83.59893322
  93.59294132  71.61459972  79.60920521  85.60659142  66.62862059
  86.61817668  71.6330848   91.61783903  64.64209459  63.6438097
  85.62770357  69.64266425 402.72017308 403.72198414  93.62938255
  82.63930532 420.72811077 404.73245506  17.73166798 256.82884257
  89.63960926  90.64183134 257.83512994 386.73723843 388.73798308
  73.66367512 258.84364656  63.67121336 372.74325741  17.74257522
  69.66826119  84.66076382 340.74916221  65.67526697 344.75014267
  96.65912536  91.66051017 324.76001397 322.76190305 328.76266015
  79.67995087 308.76487612  17.76589313  83.67837193  91.67658173
  16.77308867  21.76671483 240.83510174  63.70855983  80.69704698
 368.78108081 241.83995474  64.70978159  67.70756014 242.84437197
 351.78544581 352.78702982  85.69668202  90.69934942  66.72341203
  79.71292521 336.80013381  74.72435899  17.80244911  82.71919517
  19.79776037 320.80627471  63.7346992   80.72399132  67.73420154
 292.80988717 288.81180773  75.73105796  81.72551977  66.73965526
 289.8166449  306.81813497 276.81850434 230.85623156  73.7422442
 225.84753174  82.73653688 272.8245407  270.82546281 273.82628823
 226.85471517 254.82922304 236.87770665 288.82978751 290.83005188
  20.82667332 228.83363708 274.83430923  73.75560602  64.76426234
 224.83647137  79.75622376  80.75661698  90.74643328  85.75111015
  63.769906    88.74898413 271.84414463 222.86548232  76.76680067
 212.84693229  69.77533157  73.7741705   65.77921828 213.85408711
 211.85539609 210.85575239  92.76242537 227.85639459 214.85961634
  91.76828727 228.86742953 206.8437566  209.85633279 208.84991846
 219.87076489 218.87224695  79.79005549 204.84904401  63.80339678
 234.92161512  92.78917467 220.88298181  80.80093337  93.79177822
  18.88593247 197.85771169  67.8183021  207.87026062 188.85302033
 193.86072568  90.80369418 198.8666732 ]",CHB75NB.cas
451,9,"[406.66374799 260.78060654 322.73169402 238.79803216 291.75184658
 245.77690716 214.80203435 207.82201735 192.842012  ]",CHB75ND.cas
452,35,"[554.57813516 552.58462613 118.50506818 118.51813088 486.64014261
 260.78069372 423.67609284 261.7914115  440.67958937 422.68346167
 424.68808275 376.70444817 358.71150442 360.71162666 246.81463976
 308.77513279 309.77521718 306.77716927 290.77836398 292.7798498
 326.78040674 276.78048987 230.81947132 264.7863272  293.7874984
 294.79172198 310.79263557 245.80384006 243.80546578 227.80582554
 229.80674281 244.81844656 183.82963428 229.89192264 200.86283747]",CHB75PA.cas
453,37,"[521.5563089  490.58524381 488.5919671  459.60239728 444.61314362
 406.65974269 260.77744878 261.79005446 258.77754799 373.67786902
 375.68325001 376.69495985 373.69690355 329.7009603  342.70462101
 360.70658134 344.70681569 298.7275728  314.7406111  246.81143309
 291.75584745 264.77648337 225.80590285 230.81859179 214.79493825
 344.79949569 229.80210052 227.80338578 248.80384764 274.81066311
 244.81272097 200.83227633 227.8658398  229.8682536  183.82471786
 181.82467747 184.8377291 ]",CHB75PC.cas
454,34,"[19.50907885  1.54738971 19.55041073 19.56158352 17.58022995 18.58000754
 18.60333902 22.62304611 18.66427301 20.67037084 13.69499635  1.71150939
 18.71203139 18.71700562 19.71103328 17.74062458 20.74716094 18.75292758
 20.75329181 18.75817861 19.75706125 18.7636679  17.77654171 16.78305714
 16.78790345 14.79437952 16.80084368 16.8111292  19.80490997 16.8267494
 19.82764505 18.83524776 18.84133379 21.8836807 ]",CHB76NA.cas
455,0,[],CHB76ND.cas
456,0,[],CHB76PB.cas
457,2,[223.81505909 207.81806674],CHB76PC.cas
458,107,"[ 18.50836266  16.54396804  22.54209215  17.5738809   63.5117324
  20.57763922  66.51505268  72.51734112  83.50714646  18.59788298
  21.59213833  66.53636469  72.5400942   67.54370838  69.54318738
  63.55155557  17.62444248  20.62103328  66.55611539  87.5346464
  20.63076584  17.63735675  20.63488358  63.57343156  16.66268602
  17.66446467  20.66009443  83.57828816  20.67105442  63.60773114
  84.59429101  19.67779285  20.6834189   86.59854287  84.60809138
  17.69686692  19.69386236  22.69350223  20.70115201  63.63850624
  86.61992622  22.70195819  73.6367789   19.70954898  80.63678097
  22.71796432  16.73641443  73.6588136   21.73120518  63.66835617
  66.66837767  19.73490013  18.74957108  17.75339853  74.67663083
  83.66743448  79.67538368  18.76253915  20.75846986 232.80514538
 234.80974397  71.68811877  17.76734373  19.76161982  21.7616514
  69.70039186 278.77788692  16.77927169  64.7095466   17.78126031
  71.7077485   85.69855919  70.7143373   16.78880379  16.79856857
  86.71359488  16.80741975  79.73096113  66.74197362 226.84534729
  20.81246896 272.82698549  80.75086253  18.83348626  63.76749628
  18.83868465  17.84318219 228.84577547  16.84574329  21.83872816
  18.8505539  210.85395491 212.85481962  90.76164727  82.77597142
  17.86207115  19.85579662 209.85168323 208.85263206  21.86680986
  20.86992655  67.80119806  70.80944272  20.87932696  72.81078219
  21.88497706 193.86188192]",CHB77NA.cas
459,6,"[260.77980026 214.79887811 216.80574837 201.80091735 170.8216195
 168.82347965]",CHB77ND.cas
460,15,"[246.81148819 230.81076893 292.77768441 248.79550621 245.79860075
 229.80474527 227.80552719 201.818564   199.82296409 202.83056705
 200.83259691 185.82778195 181.82366994 183.82757955 184.83424589]",CHB77PB.cas
461,11,"[260.78202406 344.70491605 298.7254516  246.81129552 227.80345925
 229.80409172 202.82745436 200.83078697 185.82459665 183.82712066
 181.82730672]",CHB77PC.cas
462,43,"[ 1.50866858  1.51335865  1.51903858 17.52345446 20.52990648 21.57365081
 17.58273295 13.58870943 13.59293795 18.59785922 19.61161014 13.62444379
 19.6158989  13.65049902 16.65007326 14.65164441 17.66422023 13.67853793
  1.70080403  1.72120755  1.72333052 17.71481926 16.72817703  2.74689004
  1.74749979  2.7582079   1.75631262  1.75790979 16.7438859  18.74364198
 13.76089221 17.76660634 19.76422087 18.78460046 17.78913117 14.81521259
 13.82400788 17.82687857 13.84865535 17.84503321 17.86757094  2.8877853
 17.88345326]",CHB78NA.cas
463,15,"[ 1.50023637  1.5168188   1.51887211  1.53007369  2.6036478   2.62798053
  2.66738495 13.66943337 13.68294159  1.71660269  1.72603968  1.72981947
 13.74650892 17.74691071 16.77495719]",CHB78NE.cas
464,0,[],CHB78PB.cas
465,34,"[308.67536177 310.6879918  241.75267158 239.75375593 237.75583249
 240.76846545 242.7739147  238.76641452 226.77698578 288.75174273
 286.75717623 222.7782846  210.77304024 212.77699741 228.77830639
 244.78034277 224.78094988 208.77745905 206.78081504 201.80194123
 199.80318839 202.81938186 200.82481971 204.83195349 186.82165581
 184.82809598 176.81935235 188.84310028 170.82672177 173.8337863
 168.82940862 174.83652577 169.83219469 171.8338824 ]",CHB78PC.cas
466,0,[],CHB78PF.cas
467,28,"[ 17.50992818  18.51544968  20.51479891  20.52668624  20.57360852
  17.58229826  21.57859494  17.61965436  20.63820341  18.64546658
  19.65899406  20.66123456  19.70394675  19.71095988  16.72338294
  20.73447791  17.74457688  18.75137595  20.74968833  20.76900374
  19.79661011  21.80458926  16.81878025  20.81586365  21.8411247
  16.88338905 233.9331736   16.89596898]",CHB79NB.cas
468,104,"[ 20.56501573  20.57988102  20.62213562  17.66493774  17.68251281
  14.68656548 262.8241686  260.82506786  19.71101176  17.75439098
  17.76322951  16.76951801 851.77955114  16.78284579 852.78722901
 686.79325374 260.90286812 552.79578188 261.91286104 984.80002812
 687.8019274  262.92353018 506.80646142 845.80914076 819.8098037
 302.81136245 504.81765449 820.819266   654.81943048 259.92850198
 520.82482644 680.82566805  18.82479262 256.9266111   17.83221571
 787.83338447 489.83447246 656.83533905 257.93500216 258.93731586
 472.83697956 355.83721958 474.84006356 813.84057078 655.84106116
 356.84184076 262.96622237 307.8511143  309.851559    17.85171109
 624.85343787 310.85363082 788.85383094 622.85681935 623.8584675
 308.85950661 648.86019071 457.86200526 349.86203794 656.86282243
 649.86300648 323.86379287 460.86560559 674.86603005 483.86714037
 462.86815828  20.86339591 459.87249051 324.87261262 258.97401795
 470.87467787 240.93287843 458.87661643 277.87671264 590.88000394
 275.88030577 303.88065531 250.96105073 241.94024332 218.88182079
 288.8823314  591.88239187 278.88243176 301.88265743 233.92809367
 242.94904137 430.8888575  437.88919121 428.89023129 234.93450487
 484.89073447 453.89168486 276.89176455 338.89292573 425.89297852
 265.89383742 246.96442408 231.93252346 451.89646124 449.89787106
 454.89795099 300.89857636 642.89865833 427.8990353 ]",CHB79NC.cas
469,31,"[  16.71892571  856.80426367 1012.81579196  659.82759899  258.93163772
  257.93036884  256.93386456  984.84076244 1181.84174315  815.85001943
  262.96881401  478.85174637  634.86814086  462.8683372   787.87005
  242.93936054  204.85253542  241.94043649  240.93866745  222.90338671
  650.88490494  618.88517932  281.88647676  233.92803036  265.89249394
  210.89320938  813.89370614  246.96475533  316.89787999  425.89820193
  632.8982938 ]",CHB79NF.cas
470,0,[],CHB79PA.cas
471,4,[256.96882904 242.93949798 236.94113064 239.94756936],CHB79PD.cas
472,6,"[334.8109993  462.84872094 242.94788593 256.98698697 265.89210847
 236.94731107]",CHB79PE.cas
473,22,"[ 2.50617884  1.51803685  1.52239431 19.50242159 19.51075488  2.55470179
 20.5422467  20.55267415 19.64595052 19.65627469 14.68823425  1.71422036
  2.72087169 17.70687987  1.73137537 17.72418018 13.73078529  1.7511342
 13.74118445 18.75938155 16.78375882 17.89011483]",CHB80NB.cas
474,0,[],CHB80PA.cas
475,0,[],CHB81NB.cas
476,0,[],CHB81ND.cas
477,12,"[199.78761536 193.78246019 200.79499907 196.79235387 197.79455839
 180.79453409 183.7983544  184.80543782 181.80415274 179.8063528
 167.8027386  168.80913313]",CHB81PA.cas
478,0,[],CHB81PC.cas
479,0,[],CHB82NA.cas
480,0,[],CHB82ND.cas
481,0,[],CHB82PB.cas
482,0,[],CHB82PC.cas
483,3,[1.53135734 1.5341284  1.54151709],CHB83NB.cas
484,8,"[ 2.51056959  2.51782891 19.50345573  2.55138136 13.66346273 18.67658493
 13.74933846 17.89660334]",CHB83ND.cas
485,0,[],CHB83PA.cas
486,6,[24.54890354 24.60971059 24.67148372 24.67615475 24.6870205  24.7341834 ],CHB83PC.cas
487,69,"[ 18.51274539  19.51045325  19.51693211  19.55282331  19.56425189
  20.56954838  21.61096379  18.64367801  20.64265927  21.65878193
  22.66440411  20.67189227  19.67755628  18.68623998  18.71635718
  49.69233831 726.75144827  20.75042539  17.75770693  16.75902355
  17.7702759   21.76320337  16.79433828  21.79025571 670.79994384
 260.90864686 261.94615053  19.82543928 262.95319085 257.93502612
 258.93971283 476.83935757 518.84378322  17.85045698  20.84526396
 260.96049567 259.95949373  17.8570398  291.85987672 293.86166078
 457.86273911 256.95836321 348.86545833 300.86583062 460.86738939
 301.86754413 441.87033534 332.87241487 458.8733024  246.94397193
 250.95342642 425.87399368 438.87530384 251.96063605 466.87893589
 442.88089615 284.88190022 242.94638023 236.93621418 310.89309368
 237.94399527 265.89455375 291.89469418 238.94693465 285.89520486
 290.89666479 308.89696371 288.89822318 231.93715045]",CHB84NB.cas
488,19,"[670.79816348 638.82226977 654.82729194 297.84974739 457.85447785
 314.85947704 425.86807288 441.86882905 246.93941126 458.87057722
 442.87357879 460.87902785 409.87946086 236.93295774 426.88859122
 266.89576257 237.94655039 231.93670681 238.95084453]",CHB84ND.cas
489,23,"[256.90738027 257.91487824 366.83870755 258.94879507 324.85061039
 241.91559116 240.91507941 261.97304647 260.96837854 236.91157721
 284.8694342  262.98806426 409.86992778 425.87109824 442.87355718
 256.97730029 237.93727235 246.96015239 242.95268731 268.89537502
 272.89761738 238.9499526  252.89929895]",CHB84PA.cas
490,31,"[803.75636267 638.80145524 622.80745761 606.81351992 590.81509561
 574.82450966 558.83314223 542.8364756  281.86248197 282.86459515
 266.86682704 265.86993288 425.87071226 249.87099137 423.87237828
 409.87353107 442.88203009 373.88492288 393.88519011 256.98166773
 407.88681738 268.88734003 410.88757117 426.88803078 377.88854721
 361.88913785 391.89035426 389.89223669 378.89256877 394.89283054
 362.89845399]",CHB84PC.cas
491,10,"[17.58870909 17.61517188 14.66710627 13.67973359 16.68506253 13.71711308
 17.79222527 17.81699698 17.83379867 17.84330282]",CHB85NA.cas
492,5,[24.5075683  24.52402169 24.55669156 24.67271709 24.71089267],CHB85PB.cas
493,29,"[366.64349238 322.69472159 324.69501622 268.72249855 270.72509259
 266.72739424 264.72788083 226.77601072 222.77979096 221.78108131
 224.77881043 220.78401439 217.78533499 219.78604444 210.78839414
 208.7827885  207.80436144 205.80901858 189.81425128 187.81552551
 185.81594383 182.82875067 180.83117631 178.83284989 175.83301366
 177.83591441 176.83567372 173.83639373 172.83607765]",CHB86NA.cas
494,22,"[250.76840245 322.69844169 324.71266433 270.74295617 254.7562984
 248.77495188 252.77539967 217.79697022 215.80603752 214.80687596
 213.8098927  216.8130681  218.82132098 191.8112031  193.81455574
 202.84339798 204.84657139 185.82866829 176.83255747 178.83800022
 169.83270445 202.87047853]",CHB86ND.cas
